Aou,Seq,EnglishAbbrev,FrenchName,SpanishName,Code,EnglishFull,EnglishNoSpaces,Genus,Species,SpFamilyID,date_creat,ed,who_created,date_updat,ed,who_updated,Comm,ents
04032,3321,unid YB Sapsckr Cmplx,Pic maculé sp.,Sphyrapicus varius/nuchalis/ruber,UYBS,unid. Yellow-bellied Sapsucker Complex,unid.Yellow-belliedSapsuckerComplex,Sphyrapicus,varius/nuchalis/ruber,94,3/6/2012,10:23:00,2170,3/6/2012,22:45.1,NULL,List,creation
04040,3340,Williamson Sapsucker,Pic de Williamson,Sphyrapicus thyroideus,WISA,Williamson's Sapsucker,WilliamsonsSapsucker,Sphyrapicus,thyroideus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04050,3428,Pileated Woodpecker,Grand Pic,Dryocopus pileatus,PIWO,Pileated Woodpecker,PileatedWoodpecker,Dryocopus,pileatus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04060,3284,Red-head Woodpker,Pic à tête rouge,Melanerpes erythrocephalus,RHWO,Red-headed Woodpecker,RedheadedWoodpecker,Melanerpes,erythrocephalus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04070,3288,Acorn Woodpecker,Pic glandivore,Melanerpes formicivorus,ACWO,Acorn Woodpecker,AcornWoodpecker,Melanerpes,formicivorus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04080,3276,Lewis's Woodpecker,Pic de Lewis,Melanerpes lewis,LEWO,Lewis's Woodpecker,LewissWoodpecker,Melanerpes,lewis,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04090,3316,Red-bel Woodpecker,Pic à ventre roux,Melanerpes carolinus,RBWO,Red-bellied Woodpecker,RedbelliedWoodpecker,Melanerpes,carolinus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04100,3312,Gold-frnt Woodpecker,NULL,Melanerpes aurifrons,GFWO,Golden-fronted Woodpecker,GoldenfrontedWoodpecker,Melanerpes,aurifrons,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04110,3308,Gila Woodpecker,NULL,Melanerpes uropygialis,GIWO,Gila Woodpecker,GilaWoodpecker,Melanerpes,uropygialis,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04120,3408,Yellow-shafted Flicker,Pic flamboyant (groupe auratus),Colaptes a. auratus grp.,YSFL,Northern Flicker (Yellow-shafted Flicker),NorthernFlickerYellowshafted,Colaptes,a. auratus grp.,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04123,3416,Northern Flicker,Pic flamboyant (groupe non identifié),Colaptes auratus,NOFL,Northern Flicker (unid. Red/Yellow Shafted),NorthernFlicker(unid.Red/YellowShafted),Colaptes,auratus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04125,3404,hyb. Flckr (Red x Yel),NULL,Colaptes hybrid,FLIN,hybrid Northern Flicker (Red x Yellow-shafted),hybridNorthernFlickerRedxYellowshafted,Colaptes,hybrid,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04130,3400,Red-shafted Flicker,Pic flamboyant (groupe cafer),Colaptes a. cafer grp.,RSFL,Northern Flicker (Red-shafted Flicker),NorthernFlickerRedshafted,Colaptes,a. cafer grp.,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04140,3412,Gilded Flicker,NULL,Colaptes chrysoides,GIFL,Gilded Flicker,GildedFlicker,Colaptes,chrysoides,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04151,3272,Eurasian Wryneck,NULL,Jynx torquilla,EUWR,Eurasian Wryneck,EurasianWryneck,Jynx,torquilla,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04160,2780,Chuck-will's-widow,Engoulevent de Caroline,Caprimulgus carolinensis,CWWI,Chuck-will's-widow,Chuckwillswidow,Caprimulgus,carolinensis,4,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04161,2792,Buff-Coll. Nightjar,NULL,Caprimulgus ridgwayi,BCNI,Buff-collared Nightjar,BuffcollaredNightjar,Caprimulgus,ridgwayi,4,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04162,2808,Jungle Nightjar,NULL,Caprimulgus indicus,JUNI,Jungle Nightjar,JungleNightjar,Caprimulgus,indicus,4,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04170,2796,Whip-poor-will,Engoulevent bois-pourri,Caprimulgus vociferus,WPWI,Whip-poor-will,Whippoorwill,Caprimulgus,vociferus,4,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04180,2768,Common Poorwill,Engoulevent de Nuttall,Phalaenoptilus nuttallii,COPO,Common Poorwill,CommonPoorwill,Phalaenoptilus,nuttallii,4,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04190,2764,Common Pauraque,NULL,Nyctidromus albicollis,COPA,Common Pauraque,CommonPauraque,Nyctidromus,albicollis,4,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04200,2752,Common Nighthawk,Engoulevent d'Amérique,Chordeiles minor,CONI,Common Nighthawk,CommonNighthawk,Chordeiles,minor,4,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04201,2756,Antillean Nighthawk,NULL,Chordeiles gundlachii,ANNI,Antillean Nighthawk,AntilleanNighthawk,Chordeiles,gundlachii,4,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04205,2760,unid Nighthawk,engoulevent sp.,Chordeiles sp,UNNI,unid. Nighthawk,unid.Nighthawk,Chordeiles,sp,4,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04210,2748,Lesser Nighthawk,Engoulevent minime,Chordeiles acutipennis,LENI,Lesser Nighthawk,LesserNighthawk,Chordeiles,acutipennis,4,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04220,2824,Black Swift,Martinet sombre,Cypseloides niger,BLSW,Black Swift,BlackSwift,Cypseloides,niger,2,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04221,2836,White-collared Swift,NULL,Streptoprocne zonaris,WCSW,White-collared Swift,WhitecollaredSwift,Streptoprocne,zonaris,2,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04222,2856,White-thr. Needletail,NULL,Hirundapus caudacutus,WTNE,White-Throated Needletail,WhiteThroatedNeedletail,Hirundapus,caudacutus,2,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04230,2844,Chimney Swift,Martinet ramoneur,Chaetura pelagica,CHSW,Chimney Swift,ChimneySwift,Chaetura,pelagica,2,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04240,2848,Vaux's Swift,Martinet de Vaux,Chaetura vauxi,VASW,Vaux's Swift,VauxsSwift,Chaetura,vauxi,2,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04241,2872,Fork-tailed Swift,NULL,Apus pacificus,FTSW,Fork-tailed Swift,ForktailedSwift,Apus,pacificus,2,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04242,2868,Common Swift,NULL,Apus apus,COSW,Common Swift,CommonSwift,Apus,apus,2,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04250,2876,White-throated Swift,Martinet à gorge blanche,Aeronautes saxatalis,WTSW,White-throated Swift,WhitethroatedSwift,Aeronautes,saxatalis,2,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04251,2888,Antillean Palm Swift,NULL,Tachornis phoenicobia,ANPS,Antillean Palm Swift,AntilleanPalmSwift,Tachornis,phoenicobia,2,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04260,3072,Magnif Hummingbird,NULL,Eugenes fulgens,MAHU,Magnificent Hummingbird,MagnificentHummingbird,Eugenes,fulgens,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04261,3084,Plain-cap Starthroat,NULL,Heliomaster constantii,PCST,Plain-capped Starthroat,PlaincappedStarthroat,Heliomaster,constantii,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04270,3064,Blue-thr. Hummingbird,NULL,Lampornis clemenciae,BTHH,Blue-throated Hummingbird,BluethroatedHummingbird,Lampornis,clemenciae,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04271,2924,Green Violet-Ear,Colibri thalassin,Colibri thalassinus,GRVE,Green Violet-Ear,GreenVioletEar,Colibri,thalassinus,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04280,3112,Ruby-thr Hummingbird,Colibri à gorge rubis,Archilochus colubris,RTHU,Ruby-throated Hummingbird,RubythroatedHummingbird,Archilochus,colubris,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04290,3116,Blk-chin Hummingbird,Colibri à gorge noire,Archilochus alexandri,BCHU,Black-chinned Hummingbird,BlackchinnedHummingbird,Archilochus,alexandri,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04295,3118,unid Archilocus,NULL,Archilochus colubris/alexandri,UNAR,unid. Ruby-throated / Black-chinned Hummingbird,unid.Ruby-throated/Black-chinnedHummingbird,Archilochus,colubris/alexandri,3,3/6/2012,10:23:00,2170,3/6/2012,22:45.1,NULL,List,creation
04300,3124,Costa's Hummingbird,Colibri de Costa,Calypte costae,COHU,Costa's Hummingbird,CostasHummingbird,Calypte,costae,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04310,3120,Anna's Hummingbird,Colibri d'Anna,Calypte anna,ANHU,Anna's Hummingbird,AnnasHummingbird,Calypte,anna,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04320,3140,Brd-tail Hummingbird,NULL,Selasphorus platycercus,BTAH,Broad-tailed Hummingbird,BroadtailedHummingbird,Selasphorus,platycercus,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04330,3144,Rufous Hummingbird,Colibri roux,Selasphorus rufus,RUHU,Rufous Hummingbird,RufousHummingbird,Selasphorus,rufus,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04335,3150,unid Selasphorus,NULL,Selasphorus rufus/sasin,UNRA,unid. Rufous Hummingbird / Allen's Hummingbird,unid.RufousHummingbird/Allen'sHummingbird,Selasphorus,rufus/sasin,3,3/6/2012,10:23:00,2170,3/6/2012,22:45.1,NULL,List,creation
04340,3148,Allen's Hummingbird,NULL,Selasphorus sasin,ALHU,Allen's Hummingbird,AllensHummingbird,Selasphorus,sasin,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04350,3132,Bumblebee Hummingbird,NULL,Atthis heloisa,BUHU,Bumblebee Hummingbird,BumblebeeHummingbird,Atthis,heloisa,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04360,3128,Calliope Hummingbird,Colibri calliope,Stellula calliope,CAHU,Calliope Hummingbird,CalliopeHummingbird,Stellula,calliope,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04370,3104,Lucifer Hummingbird,NULL,Calothorax lucifer,LUHU,Lucifer Hummingbird,LuciferHummingbird,Calothorax,lucifer,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04371,3088,Bahama Woodstar,NULL,Calliphlox evelynae,BAWO,Bahama Woodstar,BahamaWoodstar,Calliphlox,evelynae,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04380,3024,Ruf-tail Hummingbird,NULL,Amazilia tzacatl,RTAH,Rufous-tailed Hummingbird,RufoustailedHummingbird,Amazilia,tzacatl,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04381,3016,Berylline Hummingbird,NULL,Amazilia beryllina,BEHU,Berylline Hummingbird,BeryllineHummingbird,Amazilia,beryllina,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04390,3028,Buff-bel. Hummingbird,NULL,Amazilia yucatanensis,BBEH,Buff-bellied Hummingbird,BuffbelliedHummingbird,Amazilia,yucatanensis,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04391,3036,Violet-cr Hummingbird,NULL,Amazilia violiceps,VCHU,Violet-crowned Hummingbird,VioletcrownedHummingbird,Amazilia,violiceps,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04400,3004,Xantus's Hummingbird,NULL,Hylocharis xantusii,XAHU,Xantus's Hummingbird,Xantus'sHummingbird,Hylocharis,xantusii,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04401,3000,Wh-ear Hummingbird,NULL,Hylocharis leucotis,WEHU,White-eared Hummingbird,WhiteearedHummingbird,Hylocharis,leucotis,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04402,3152,unid Hummingbird,colibri sp.,Trochilid sp,UNHU,unid. Hummingbird,unid.Hummingbird,Trochilid,sp,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04410,2984,Broad-bil Hummingbird,Colibri circé,Cynanthus latirostris,BBIH,Broad-billed Hummingbird,BroadBilledHummingbird,Cynanthus,latirostris,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04411,3896,Rose-throated Becard,NULL,Pachyramphus aglaiae,RTBE,Rose-throated Becard,RosethroatedBecard,Pachyramphus,aglaiae,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04420,3868,Fork-tailed Flycatcher,Tyran des savanes,Tyrannus savana,FTFL,Fork-tailed Flycatcher,ForktailedFlycatcher,Tyrannus,savana,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04430,3864,Scissor-tail Flycatcher,Tyran à longue queue,Tyrannus forficatus,STFL,Scissor-tailed Flycatcher,ScissortailedFlycatcher,Tyrannus,forficatus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04440,3844,Eastern Kingbird,Tyran tritri,Tyrannus tyrannus,EAKI,Eastern Kingbird,EasternKingbird,Tyrannus,tyrannus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04447,3860,unid Kingbird,tyran sp.,Tyrannus sp,UNKI,unid. Kingbird,unid.Kingbird,Tyrannus,sp,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04450,3848,Gray Kingbird,Tyran gris,Tyrannus dominicensis,GRAK,Gray Kingbird,GrayKingbird,Tyrannus,dominicensis,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04451,3836,Thick-billed Kingbird,Tyran à bec épais,Tyrannus crassirostris,TBKI,Thick-billed Kingbird,ThickbilledKingbird,Tyrannus,crassirostris,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04452,3852,Loggerhead Kingbird,NULL,Tyrannus caudifasciatus,LOKI,Loggerhead Kingbird,LoggerheadKingbird,Tyrannus,caudifasciatus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04460,3824,Tropical Kingbird,Tyran mélancolique,Tyrannus melancholicus,TRKI,Tropical Kingbird,TropicalKingbird,Tyrannus,melancholicus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04461,3828,Couch's Kingbird,Tyran de Couch,Tyrannus couchii,COKI,Couch's Kingbird,CouchsKingbird,Tyrannus,couchii,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04462,3829,unid Trop/Couch King.,unid. Tyran mélancolique / de Couch,Tyrannus melancholicus/couchii,UNTC,unid. Tropical Kingbird / Couch's Kingbird,unid.TropicalKingbird/Couch'sKingbird,Tyrannus,melancholicus/couchii,82,3/6/2012,10:23:00,2170,3/6/2012,22:45.1,NULL,List,creation
04470,3840,Western Kingbird,Tyran de l'Ouest,Tyrannus verticalis,WEKI,Western Kingbird,WesternKingbird,Tyrannus,verticalis,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04480,3832,Cassin's Kingbird,Tyran de Cassin,Tyrannus vociferans,CAKI,Cassin's Kingbird,CassinsKingbird,Tyrannus,vociferans,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04490,3796,Great Kiskadee,NULL,Pitangus sulphuratus,GKIS,Great Kiskadee,GreatKiskadee,Pitangus,sulphuratus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04500,3804,Social Flycatcher,NULL,Myiozetetes similis,SOFL,Social Flycatcher,SocialFlycatcher,Myiozetetes,similis,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04510,3812,Sulph-bel Flycatcher,Tyran tigré,Myiodynastes luteiventris,SBFL,Sulphur-bellied Flycatcher,SulphurbelliedFlycatcher,Myiodynastes,luteiventris,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04511,3820,Varigated Flycatcher,Tyran tacheté,Empidonomus varius,VAFL,Varigated Flycatcher,VarigatedFlycatcher,Empidonomus,varius,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04520,3776,Grt. Crest Flycatcher,Tyran huppé,Myiarchus crinitus,GCFL,Great Crested Flycatcher,GreatCrestedFlycatcher,Myiarchus,crinitus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04530,3780,Brn-crest Flycatcher,NULL,Myiarchus tyrannulus,BCFL,Brown-crested Flycatcher,BrowncrestedFlycatcher,Myiarchus,tyrannulus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04531,3772,Nuttings Flycatcher,NULL,Myiarchus nuttingi,NUFL,Nutting's Flycatcher,NuttingsFlycatcher,Myiarchus,nuttingi,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04540,3768,Ash-throat Flycatcher,Tyran à gorge cendrée,Myiarchus cinerascens,ATFL,Ash-throated Flycatcher,AshthroatedFlycatcher,Myiarchus,cinerascens,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04550,3764,Dusky-cap Flycatcher,NULL,Myiarchus tuberculifer,DCFL,Dusky-capped Flycatcher,DuskycappedFlycatcher,Myiarchus,tuberculifer,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04551,3784,La Sagra's Flycatcher,NULL,Myiarchus sagrae,LSFL,La Sagra's Flycatcher,LaSagrasFlycatcher,Myiarchus,sagrae,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04560,3740,Eastern Phoebe,Moucherolle phébi,Sayornis phoebe,EAPH,Eastern Phoebe,EasternPhoebe,Sayornis,phoebe,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04570,3744,Say's Phoebe,Moucherolle à ventre roux,Sayornis saya,SAPH,Say's Phoebe,SaysPhoebe,Sayornis,saya,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04580,3736,Black Phoebe,Moucherolle noir,Sayornis nigricans,BLPH,Black Phoebe,BlackPhoebe,Sayornis,nigricans,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04590,3636,Olive-sided Flycatcher,Moucherolle à côtés olive,Contopus cooperi,OSFL,Olive-sided Flycatcher,OlivesidedFlycatcher,Contopus,cooperi,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04600,3640,Greater Pewee,NULL,Contopus pertinax,GRPE,Greater Pewee,GreaterPewee,Contopus,pertinax,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04610,3648,E Wood Pewee,Pioui de l'Est,Contopus virens,EAWP,Eastern Wood-Pewee,EasternWoodPewee,Contopus,virens,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04620,3644,Western Wood-Pewee,Pioui de l'Ouest,Contopus sordidulus,WEWP,Western Wood-Pewee,WesternWoodPewee,Contopus,sordidulus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04630,3664,Yellow-bell Flycatcher,Moucherolle à ventre jaune,Empidonax flaviventris,YBFL,Yellow-bellied Flycatcher,YellowbelliedFlycatcher,Empidonax,flaviventris,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04640,3716,Cordilleran Flycatcher,Moucherolle des ravins,Empidonax occidentalis,COFL,Cordilleran Flycatcher,CordilleranFlycatcher,Empidonax,occidentalis,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04641,3712,Pac-slope Flycatcher,Moucherolle côtier,Empidonax difficilis,PSFL,Pacific-slope Flycatcher,PacificslopeFlycatcher,Empidonax,difficilis,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04642,3720,unid. Cord/P-slope Fly,Moucherolle côtier\des ravins,Empidonax difficilis/occidentalis,WEFL,''Western'' flycatcher (Cordilleran/Pacific-slope),WesternFlycatcherCordilleranPacificslope,Empidonax,difficilis/occidentalis,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04650,3668,Acadian Flycatcher,Moucherolle vert,Empidonax virescens,ACFL,Acadian Flycatcher,AcadianFlycatcher,Empidonax,virescens,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04660,3676,Willow Flycatcher,Moucherolle des saules,Empidonax traillii,WIFL,Willow Flycatcher,WillowFlycatcher,Empidonax,traillii,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04661,3672,Alder Flycatcher,Moucherolle des aulnes,Empidonax alnorum,ALFL,Alder Flycatcher,AlderFlycatcher,Empidonax,alnorum,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04665,3680,unid. Traill's Flycatch,Moucherolle des aulnes\des saules,Empidonax traillii/alnorum,TRFL,''Traill's'' Flycatcher (Willow/Alder Flycatcher),TraillsFlycatcherWillowAlderFlycatcher,Empidonax,traillii/alnorum,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04670,3688,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,LEFL,Least Flycatcher,LeastFlycatcher,Empidonax,minimus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04679,3732,unid Empid Flycatcher,Empidonax sp.,Empidonax sp,UEFL,unid. Empidonax Flycatcher,unid.EmpidonaxFlycatcher,Empidonax,sp,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04680,3692,Hammond's Flycatcher,Moucherolle de Hammond,Empidonax hammondii,HAFL,Hammond's Flycatcher,HammondsFlycatcher,Empidonax,hammondii,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04689,3696,unid Ham/Dusky Flyc,Moucherolle Hammond's\Dusky,Empidonax hammondii/wrightii,HDFL,unid. Hammond's Flycatcher / Dusky Flycatcher,unid.HammondsFlycatcherDuskyFlycatcher,Empidonax,hammondii/wrightii,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04690,3704,Dusky Flycatcher,Moucherolle sombre,Empidonax oberholseri,DUFL,Dusky Flycatcher,DuskyFlycatcher,Empidonax,oberholseri,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04691,3700,Gray Flycatcher,Moucherolle gris,Empidonax wrightii,GRFL,Gray Flycatcher,GrayFlycatcher,Empidonax,wrightii,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04700,3728,Buff-breast Flycatcher,NULL,Empidonax fulvifrons,BBFL,Buff-breasted Flycatcher,BuffbreastedFlycatcher,Empidonax,fulvifrons,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04710,3748,Vermilion Flycatcher,Moucherolle vermillon,Pyrocephalus rubinus,VEFL,Vermilion Flycatcher,VermilionFlycatcher,Pyrocephalus,rubinus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04720,3560,N Beardless-Tyrannul,NULL,Camptostoma imberbe,NOBT,Northern Beardless-Tyrannulet,NorthernBeardlessTyrannulet,Camptostoma,imberbe,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04730,4200,Skylark,Alouette des champs,Alauda arvensis,SKLA,Sky Lark,SkyLark,Alauda,arvensis,38,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04740,4204,Horned Lark,Alouette hausse-col,Eremophila alpestris,HOLA,Horned Lark,HornedLark,Eremophila,alpestris,38,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04750,4140,Black-billed Magpie,Pie d’Amérique,Pica hudsonia,BBMA,Black-billed Magpie,BlackbilledMagpie,Pica,hudsonia,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04760,4144,Yellow-billed Magpie,NULL,Pica nuttalli,YBMA,Yellow-billed Magpie,YellowbilledMagpie,Pica,nuttalli,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04770,4060,Blue Jay,Geai bleu,Cyanocitta cristata,BLJA,Blue Jay,BlueJay,Cyanocitta,cristata,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04780,4056,Steller's Jay,Geai de Steller,Cyanocitta stelleri,STJA,Steller's Jay,StellersJay,Cyanocitta,stelleri,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04790,4112,Florida Scrub-Jay,NULL,Aphelocoma coerulescens,FLSJ,Florida Scrub-Jay,FloridaScrubJay,Aphelocoma,coerulescens,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04810,4120,Western Scrub-Jay,Geai buissonnier,Aphelocoma californica,WESJ,Western Scrub-Jay,WesternScrubJay,Aphelocoma,californica,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04811,4116,Island Scrub-Jay,NULL,Aphelocoma insularis,ISSJ,Island Scrub-Jay,IslandScrubJay,Aphelocoma,insularis,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04820,4124,Mexican Jay,NULL,Aphelocoma ultramarina,MEJA,Mexican Jay,MexicanJay,Aphelocoma,ultramarina,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04830,4076,Green Jay,NULL,Cyanocorax yncas,GREJ,Green Jay,GreenJay,Cyanocorax,yncas,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
04831,4084,San Blas Jay,NULL,Cyanocorax sanblasianus,SBJA,San Blas Jay,SanBlasJay,Cyanocorax,sanblasianus,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
